2.6585,-1.7541,9.216
2.5704,-1.7303,9.2946
2.618,-1.635,9.2589
2.5823,-1.6826,9.3089
2.5752,-1.6731,9.2803
2.6228,-1.7088,9.2708
2.6335,-1.6434,9.2815
2.7216,-1.7719,9.2565
2.687,-1.8719,9.1708
2.6168,-1.7791,9.1732
2.6549,-1.8505,9.2244
2.6918,-1.8588,9.197
2.6835,-1.8195,9.2577
2.6799,-1.7362,9.2791
2.7275,-1.8219,9.2851
2.6763,-1.9016,9.3125
2.6002,-1.7755,9.2672
2.6014,-1.7648,9.3089
2.6406,-1.7993,9.2875
2.6121,-1.7624,9.2827
2.6204,-1.7695,9.2101
2.6132,-1.7326,9.2756
2.6692,-1.8195,9.2101
2.624,-1.7445,9.3089
2.7001,-1.7386,9.391
2.7584,-1.8612,9.3493
2.7537,-1.8362,9.2732
2.6692,-1.6565,9.247
2.6454,-1.7172,9.2244
2.5954,-1.8588,9.247
2.7097,-1.8885,9.2494
2.662,-1.7552,9.2053
2.6692,-1.7136,9.2506
2.6906,-1.6362,9.3041
2.6882,-1.5827,9.1803
2.7001,-1.6672,9.1649
3.5963,-3.8238,9.654
3.5261,-3.1775,9.9778
3.7154,-3.2454,10.129
3.9665,-3.5203,10.427
4.2724,-3.099,10.916
4.5568,-2.4158,11.433
4.7734,-2.1087,11.367
4.8449,-2.4646,10.922
4.927,-2.1016,10.968
4.6913,-0.96259,11.139
1.0125,1.4345,9.7552
0.61255,2.0248,9.5303
0.1579,2.1081,9.1423
-0.018249,1.5059,8.6602
-0.24796,1.2143,7.9866
-0.83115,1.5654,7.5022
-1.362,2.0141,7.4915
-1.6762,2.0974,7.2558
-1.8702,1.6713,7.0118
-2.0594,1.2631,6.6821
-2.6831,1.2976,6.1358
-3.1639,1.0191,5.8133
-3.4341,1.1226,5.8312
-3.7162,1.3309,5.9478
-4.2291,1.219,6.0061
-4.128,0.79651,6.0418
-3.5114,0.29901,5.6907
-3.5733,0.075256,5.7181
-3.8197,0.00027466,6.0847
-3.8018,-0.53531,6.1049
-3.3781,-1.0399,6.0049
-3.2401,-1.1709,6.4132
-3.6114,-0.98758,6.6857
-3.3651,-1.7588,6.794
-2.6676,-2.6146,7.1213
-2.7533,-3.1454,7.3594
-2.9021,-3.193,7.4522
-2.5629,-3.0871,7.8045
-1.7297,-3.6584,8.3603
-1.5393,-4.3332,8.715
-1.5262,-4.5712,8.8114
-1.4857,-4.5355,8.8447
-1.3977,-4.5879,8.7828
-1.0454,-4.5117,9.3422
-0.22177,-4.3701,10.417
-0.037292,-3.7203,10.486
-0.39197,-3.5048,10.024
0.3269,-4.0773,10.591
1.1112,-4.5248,10.932
1.5825,-4.8462,11.282
1.9551,-4.6629,11.064
2.5145,-4.4177,11.091
2.424,-3.6536,11.002
2.4657,-3.1418,10.822
2.6894,-3.2846,10.643
2.8739,-3.0799,10.709
2.8477,-2.9454,10.687
2.837,-2.9633,10.254
3.0881,-3.124,10.181
3.538,-2.8562,10.888
3.5249,-2.3753,11.047
3.7701,-2.3551,10.486
3.9403,-1.8814,10.588
2.493,-1.322,8.9518
2.4466,-1.6446,8.8197
2.6335,-2.0171,9.009
2.7394,-2.1671,9.097
2.7406,-2.2932,9.1875
2.6811,-2.5717,9.1625
2.7858,-2.5908,9.253
2.818,-2.6205,9.2387
2.6418,-2.4682,9.2458
2.4585,-2.2885,9.1649
2.5918,-2.3837,9.1101
2.5526,-2.2468,9.1756
2.5478,-2.2777,9.1661
2.6168,-2.4277,9.2327
2.6656,-2.655,9.2125
2.7763,-2.5967,9.2244
2.6466,-2.2968,9.1851
2.574,-2.3242,9.1708
2.5252,-2.3265,9.1375
2.5323,-2.4099,9.0411
2.5442,-2.2539,9.0625
2.5454,-2.1932,9.1173
2.5633,-2.2337,9.1554
2.6109,-2.3908,9.1649
2.6704,-2.3277,9.2541
2.6894,-2.2147,9.2648
2.5502,-2.1611,9.2732
2.568,-2.3468,9.2767
2.762,-2.4539,9.2363
2.7144,-2.3979,9.2756
2.5359,-2.2206,9.3041
2.5395,-2.123,9.241
2.6025,-2.2527,9.1827
2.6442,-2.4753,9.2232
2.687,-2.5003,9.1137
2.7049,-2.5539,9.1732
2.6597,-2.3944,9.2089
2.5883,-2.2444,9.266
2.6014,-2.3099,9.2422
2.593,-2.4087,9.1934
2.5478,-2.1813,9.216
2.5168,-2.223,9.1565
2.5526,-2.3349,9.2363
2.6192,-2.417,9.2363
2.7037,-2.4622,9.2982
2.6799,-2.3361,9.178
2.5395,-2.2325,9.1851
2.6204,-2.3777,9.2006
2.7144,-2.5396,9.1208
2.5752,-2.3063,9.1863
2.5561,-2.242,9.1077
2.5716,-2.2801,9.1613
